ClubDimKey,ClubTeamName,Sport,CompetitionLevel,SurfaceType
12821,Lübeck TC,Tennis,Amateur,Clay
12822,Paigehaven Stars,Basketball,Amateur,Indoor Court
12823,Madrid Rovers,Football,Amateur,Grass
12824,Louisefort Basketball Club,Basketball,Amateur,Wooden Floor
12825,Bremervörde Basketball Club,Basketball,Professional,Outdoor Court
12826,Holmesmouth Academy,Tennis,Amateur,Hard Court
12827,Pirmasens Boxing Club,Boxing,Amateur,Ring
12828,Leclercq FC,Football,Amateur,Artificial Turf
12829,Martineau AC,Athletics,Professional,Indoor Track
12830,Guillou-les-Bains Rovers,Football,Amateur,Artificial Turf
12831,Toffia Gym,Boxing,Professional,Ring
12832,Priocca Academy,Tennis,Amateur,Grass
12833,Philippe Basketball Club,Basketball,Amateur,Outdoor Court
12834,Goslar BC,Basketball,Amateur,Indoor Court
12835,Yatesmouth Academy,Tennis,Professional,Indoor Court
12836,Evansfort Athletic,Football,Amateur,Indoor Court
12837,Sainte Suzanne-sur-Mer Athletic,Football,Amateur,Indoor Court
12838,New Alexstad Academy,Tennis,Amateur,Grass
12839,Ianborough Boxing Club,Boxing,Amateur,Training Mat
12840,Perrier-sur-Colas Track Club,Athletics,Amateur,Track
12841,Webernec BC,Boxing,Amateur,Training Mat
12842,Ravosa AC,Athletics,Amateur,Indoor Track
12843,Burgos Basketball Club,Basketball,Amateur,Indoor Court
12844,Naila Hoops,Basketball,Amateur,Indoor Court
12845,Melsungen AC,Athletics,Amateur,Track
12846,Voltana AC,Athletics,Professional,Indoor Track
12847,Baranzate United,Football,Professional,Artificial Turf
12848,Aubert-sur-Devaux Academy,Tennis,Professional,Hard Court
12849,West Sara Track Club,Athletics,Professional,Track
12850,Ceuta TC,Tennis,Amateur,Clay
12851,Mezzana Bigli Hoops,Basketball,Amateur,Outdoor Court
12852,Wilsonchester BC,Boxing,Amateur,Training Mat
12853,Thomasberg City,Football,Professional,Indoor Court
12854,Dessau Academy,Tennis,Professional,Hard Court
12855,Paigeborough Athletic Club,Athletics,Professional,Road
12856,Palencia Hoops,Basketball,Amateur,Outdoor Court
12857,GilbertVille Boxing Club,Boxing,Professional,Training Mat
12858,Kusel BC,Boxing,Professional,Ring
12859,Evrard-sur-Marchal Academy,Tennis,Amateur,Indoor Court
12860,New Dorothy Hoops,Basketball,Amateur,Wooden Floor
12861,Gadebusch Stars,Basketball,Amateur,Indoor Court
12862,PayetBourg AC,Athletics,Amateur,Road
12863,Vohenstrauß BC,Boxing,Professional,Training Mat
12864,East Nicolechester Gym,Boxing,Professional,Gym Floor
12865,Borghetto TC,Tennis,Professional,Grass
12866,Chianciano Terme Stars,Basketball,Amateur,Wooden Floor
12867,Arnaudnec AC,Athletics,Amateur,Indoor Track
12868,HernandezVille City,Football,Professional,Grass
12869,Oberviechtach Basketball Club,Basketball,Amateur,Outdoor Court
12870,Göttingen BC,Basketball,Amateur,Outdoor Court
12871,Saint Virginienec Gym,Boxing,Amateur,Gym Floor
12872,Port Ann FC,Football,Amateur,Grass
12873,Cantabria City,Football,Amateur,Indoor Court
12874,Lake Sianview Hoops,Basketball,Amateur,Outdoor Court
12875,Wolfach FC,Football,Professional,Indoor Court
12876,Bateston AC,Athletics,Amateur,Field
12877,La Rioja Athletic,Football,Professional,Indoor Court
12878,San Martino Al Tagliamento Track Club,Athletics,Amateur,Field
12879,Acciaroli Gym,Boxing,Amateur,Training Mat
12880,Blanchard AC,Athletics,Professional,Indoor Track
12881,San Gregorio Di Veronella TC,Tennis,Professional,Indoor Court
12882,Niederrasen Academy,Tennis,Professional,Indoor Court
12883,New Alice City,Football,Amateur,Indoor Court
12884,Las Palmas FC,Football,Professional,Indoor Court
12885,Bautzen Track Club,Athletics,Amateur,Road
12886,Vallée AC,Athletics,Amateur,Road
12887,Normand AC,Athletics,Professional,Road
12888,Custonaci Athletic Club,Athletics,Professional,Road
12889,Maiano TC,Tennis,Amateur,Hard Court
12890,Pollina Tennis Club,Tennis,Amateur,Hard Court
12891,Langloisnec Academy,Tennis,Professional,Indoor Court
12892,La Coruña Hoops,Basketball,Professional,Outdoor Court
12893,West Annetteborough Hoops,Basketball,Amateur,Wooden Floor
12894,Woodside BC,Boxing,Professional,Gym Floor
12895,South Leonbury TC,Tennis,Professional,Hard Court
12896,Isnello Athletic,Football,Amateur,Grass
12897,Groppoducale TC,Tennis,Professional,Clay
12898,Allenside Basketball Club,Basketball,Amateur,Outdoor Court
12899,Huelva Track Club,Athletics,Amateur,Indoor Track
12900,Fossoli Track Club,Athletics,Amateur,Indoor Track
12901,Peacocktown Boxing Club,Boxing,Amateur,Gym Floor
12902,Borgo A Buggiano Gym,Boxing,Amateur,Ring
12903,Alicante Track Club,Athletics,Amateur,Road
12904,Port Judithbury Stars,Basketball,Amateur,Outdoor Court
12905,Bad Langensalza Hoops,Basketball,Amateur,Outdoor Court
12906,Melle Hoops,Basketball,Amateur,Outdoor Court
12907,Bregnano Stars,Basketball,Amateur,Outdoor Court
12908,Vaiano Cremasco Athletic,Football,Amateur,Grass
12909,Loreglia AC,Athletics,Amateur,Field
12910,TessierVille Hoops,Basketball,Professional,Wooden Floor
12911,Ericmouth FC,Football,Professional,Indoor Court
12912,Zaragoza FC,Football,Amateur,Grass
12913,Lake Kate Academy,Tennis,Professional,Indoor Court
12914,Collinboeuf Boxing Club,Boxing,Amateur,Ring
12915,Lopez Rovers,Football,Professional,Indoor Court
12916,Kelheim Athletic,Football,Amateur,Artificial Turf
12917,Georgiaburgh Basketball Club,Basketball,Amateur,Outdoor Court
12918,Montecassino Boxing Club,Boxing,Amateur,Training Mat
12919,Eisleben BC,Boxing,Amateur,Gym Floor
12920,Cantu' Asnago BC,Basketball,Amateur,Outdoor Court
12921,Torano Nuovo TC,Tennis,Amateur,Clay
12922,Verretto FC,Football,Amateur,Indoor Court
12923,Saint Charlesboeuf TC,Tennis,Amateur,Clay
12924,Port Clare Gym,Boxing,Amateur,Ring
12925,David United,Football,Professional,Indoor Court
12926,New Gordon Academy,Tennis,Professional,Indoor Court
12927,West Ann TC,Tennis,Amateur,Hard Court
12928,New Katy AC,Athletics,Professional,Road
12929,Sant'Angelo Di Brolo Tennis Club,Tennis,Amateur,Clay
12930,Caravino Academy,Tennis,Professional,Hard Court
12931,South Joan Rovers,Football,Amateur,Artificial Turf
12932,Huntmouth BC,Boxing,Amateur,Training Mat
12933,Bellside AC,Athletics,Amateur,Road
12934,Tiria TC,Tennis,Professional,Indoor Court
12935,Larochenec BC,Boxing,Amateur,Ring
12936,Benoit Boxing Club,Boxing,Amateur,Ring
12937,Blanc Basketball Club,Basketball,Amateur,Outdoor Court
12938,Lemoine Academy,Tennis,Professional,Hard Court
12939,Mahe Track Club,Athletics,Amateur,Indoor Track
12940,Sainte Michel Hoops,Basketball,Amateur,Wooden Floor
12941,Lefebvre AC,Athletics,Amateur,Indoor Track
12942,West Janetville Track Club,Athletics,Amateur,Indoor Track
12943,Pierre-les-Bains FC,Football,Amateur,Artificial Turf
12944,Sant'Efisio BC,Basketball,Amateur,Indoor Court
12945,Roger-la-Forêt Boxing Club,Boxing,Amateur,Ring
12946,Lombard United,Football,Professional,Indoor Court
12947,North Allanfort Academy,Tennis,Professional,Clay
12948,Danielland Track Club,Athletics,Amateur,Indoor Track
12949,Zaragoza United,Football,Amateur,Artificial Turf
12950,La Rioja Athletic Club,Athletics,Amateur,Road
12951,Sezzadio Rovers,Football,Amateur,Indoor Court
12952,Borgonovo Gym,Boxing,Professional,Gym Floor
12953,Jonesborough Boxing Club,Boxing,Amateur,Training Mat
12954,Briand Track Club,Athletics,Professional,Road
12955,Castellón Track Club,Athletics,Amateur,Track
12956,Saint Élisabeth-la-Forêt AC,Athletics,Amateur,Indoor Track
12957,Sainte Valentinenec BC,Basketball,Amateur,Indoor Court
12958,David Academy,Tennis,Professional,Indoor Court
12959,Port Frederickburgh TC,Tennis,Amateur,Grass
12960,Lemonnierdan BC,Boxing,Amateur,Ring
12961,San Nazzaro Val Cavargna Academy,Tennis,Professional,Clay
12962,Palazzuolo AC,Athletics,Amateur,Indoor Track
12963,Bitetto BC,Boxing,Professional,Ring
12964,La Coruña Basketball Club,Basketball,Amateur,Indoor Court
12965,Kleve Stars,Basketball,Professional,Outdoor Court
12966,Dinkelsbühl Rovers,Football,Amateur,Artificial Turf
12967,Pegnitz AC,Athletics,Professional,Track
12968,Porano Athletic Club,Athletics,Amateur,Road
12969,Castellón Rovers,Football,Amateur,Grass
12970,Sainte LaureVille AC,Athletics,Amateur,Field
12971,Recovato Academy,Tennis,Amateur,Grass
12972,Leggiuno TC,Tennis,Professional,Hard Court
12973,Saint Dorothée Hoops,Basketball,Amateur,Wooden Floor
12974,Montegrosso D'Asti Boxing Club,Boxing,Amateur,Training Mat
12975,Tall Rovers,Football,Professional,Artificial Turf
12976,Imbert AC,Athletics,Professional,Indoor Track
12977,South Patriciaburgh FC,Football,Amateur,Indoor Court
12978,New Denis Basketball Club,Basketball,Professional,Outdoor Court
12979,Valladolid Stars,Basketball,Professional,Indoor Court
12980,Platamona Athletic Club,Athletics,Amateur,Field
12981,Laporteboeuf Athletic Club,Athletics,Professional,Road
12982,Castell'Anselmo Gym,Boxing,Professional,Training Mat
12983,Laterina Stazione City,Football,Amateur,Grass
12984,Saint Tristan AC,Athletics,Amateur,Road
12985,Port Suzannestad Academy,Tennis,Amateur,Grass
12986,East Annland Hoops,Basketball,Amateur,Wooden Floor
12987,East Lindaburgh Athletic,Football,Amateur,Grass
12988,Lake Tracymouth TC,Tennis,Amateur,Indoor Court
12989,Lugo Academy,Tennis,Professional,Clay
12990,Quingentole Gym,Boxing,Professional,Gym Floor
12991,Port Ryanburgh TC,Tennis,Amateur,Grass
12992,Sainte Suzanne Stars,Basketball,Professional,Indoor Court
12993,Gualdo Tadino Stars,Basketball,Professional,Wooden Floor
12994,Clémentnec Boxing Club,Boxing,Amateur,Gym Floor
12995,Smithport TC,Tennis,Amateur,Indoor Court
12996,Martel TC,Tennis,Amateur,Grass
12997,Villa San Giuseppe BC,Basketball,Professional,Indoor Court
12998,Allein BC,Basketball,Professional,Outdoor Court
12999,Garyborough BC,Basketball,Professional,Wooden Floor
13000,Cordier Boxing Club,Boxing,Amateur,Training Mat
13001,Gavena Basketball Club,Basketball,Amateur,Wooden Floor
13002,New Declanfort Track Club,Athletics,Amateur,Road
13003,Ussita Gym,Boxing,Professional,Gym Floor
13004,Cellamare Stars,Basketball,Amateur,Wooden Floor
13005,Tessier-la-Forêt Athletic,Football,Amateur,Artificial Turf
13006,PascalBourg BC,Boxing,Amateur,Ring
13007,Klein Tennis Club,Tennis,Professional,Grass
13008,Erkelenz Stars,Basketball,Amateur,Outdoor Court
13009,Hannoversch Münden Academy,Tennis,Amateur,Grass
13010,Ciudad Hoops,Basketball,Professional,Indoor Court
13011,Sgurgola BC,Boxing,Professional,Gym Floor
13012,Marionboeuf United,Football,Amateur,Indoor Court
13013,Lake Juliaberg BC,Basketball,Amateur,Wooden Floor
13014,Salamanca Gym,Boxing,Amateur,Gym Floor
13015,Saint Éléonore Gym,Boxing,Professional,Gym Floor
13016,Saint Raymond FC,Football,Amateur,Indoor Court
13017,Günzburg Basketball Club,Basketball,Amateur,Indoor Court
13018,Ribnitz-Damgarten Hoops,Basketball,Professional,Wooden Floor
13019,Bodin City,Football,Amateur,Artificial Turf
13020,Buzzoletto Tennis Club,Tennis,Amateur,Indoor Court
13021,Gossensas Basketball Club,Basketball,Amateur,Indoor Court
13022,Fontaineboeuf Athletic,Football,Professional,Artificial Turf
13023,Caronnec Tennis Club,Tennis,Amateur,Indoor Court
13024,La Coruña Stars,Basketball,Professional,Outdoor Court
13025,Laatsch Hoops,Basketball,Amateur,Outdoor Court
13026,Emmendingen Basketball Club,Basketball,Professional,Wooden Floor
13027,Rocca Pietore Tennis Club,Tennis,Professional,Clay
13028,Weißwasser Basketball Club,Basketball,Amateur,Outdoor Court
13029,Barbier BC,Boxing,Professional,Gym Floor
13030,Breton Basketball Club,Basketball,Amateur,Wooden Floor
13031,Gransee BC,Basketball,Professional,Wooden Floor
13032,Port Rebecca United,Football,Professional,Indoor Court
13033,Prato Ranieri Hoops,Basketball,Amateur,Outdoor Court
13034,Germain FC,Football,Amateur,Grass
13035,Faivre Hoops,Basketball,Amateur,Outdoor Court
13036,Lübz TC,Tennis,Professional,Hard Court
13037,Fleury FC,Football,Amateur,Artificial Turf
13038,Günzburg BC,Boxing,Professional,Gym Floor
13039,Gavello Academy,Tennis,Amateur,Indoor Court
13040,Málaga AC,Athletics,Amateur,Track
13041,South Alan BC,Basketball,Amateur,Indoor Court
13042,Governolo BC,Boxing,Amateur,Training Mat
13043,Vidal TC,Tennis,Amateur,Hard Court
13044,Le Gall BC,Basketball,Amateur,Indoor Court
13045,Dont Di Zoldo Rovers,Football,Amateur,Grass
13046,Cloppenburg TC,Tennis,Amateur,Indoor Court
13047,Lichtenfels BC,Boxing,Amateur,Gym Floor
13048,East Bruce Gym,Boxing,Amateur,Ring
13049,Grenier BC,Boxing,Professional,Training Mat
13050,Dyershire Track Club,Athletics,Amateur,Track
13051,Grottacalda Academy,Tennis,Amateur,Clay
13052,Gilles Hoops,Basketball,Amateur,Outdoor Court
13053,Fardella United,Football,Professional,Artificial Turf
13054,Bellisio Solfare Stars,Basketball,Amateur,Outdoor Court
13055,Riva Del Garda BC,Basketball,Amateur,Wooden Floor
13056,O'Donnellstad BC,Boxing,Professional,Gym Floor
13057,Rehau Track Club,Athletics,Amateur,Field
13058,Bad Liebenwerda City,Football,Professional,Indoor Court
13059,Langlois-les-Bains Gym,Boxing,Amateur,Gym Floor
13060,Wongburgh Track Club,Athletics,Amateur,Indoor Track
13061,Entiklar Rovers,Football,Professional,Artificial Turf
13062,Arthurview TC,Tennis,Amateur,Grass
13063,Coburg City,Football,Amateur,Grass
13064,Wolfratshausen TC,Tennis,Professional,Grass
13065,Lake Mandyton Boxing Club,Boxing,Amateur,Ring
13066,Schwandorf Academy,Tennis,Amateur,Clay
13067,Bad Mergentheim AC,Athletics,Professional,Indoor Track
13068,Eggi Tennis Club,Tennis,Professional,Grass
13069,Martinez-sur-Mer Academy,Tennis,Professional,Grass
13070,Málaga City,Football,Professional,Artificial Turf
13071,Albacete BC,Boxing,Amateur,Gym Floor
13072,Simontown AC,Athletics,Professional,Road
13073,Girona AC,Athletics,Amateur,Track
13074,Alberoni Boxing Club,Boxing,Professional,Ring
13075,East Gary Boxing Club,Boxing,Amateur,Ring
13076,Ochsenfurt AC,Athletics,Amateur,Field
13077,Victoriafurt BC,Boxing,Amateur,Ring
13078,Soria Hoops,Basketball,Professional,Indoor Court
13079,New Charlestown FC,Football,Professional,Grass
13080,South Peterport BC,Boxing,Amateur,Training Mat
13081,Querfurt BC,Basketball,Amateur,Wooden Floor
13082,La Rioja Academy,Tennis,Professional,Clay
13083,Port Jake Tennis Club,Tennis,Amateur,Clay
13084,Legrosdan Boxing Club,Boxing,Amateur,Gym Floor
13085,Eutin Tennis Club,Tennis,Amateur,Grass
13086,Saint Yves TC,Tennis,Professional,Indoor Court
13087,South Rachel BC,Boxing,Amateur,Gym Floor
13088,Port Douglashaven FC,Football,Amateur,Indoor Court
13089,New Roymouth Rovers,Football,Amateur,Grass
13090,Burgos TC,Tennis,Amateur,Hard Court
13091,Compiano Stars,Basketball,Amateur,Wooden Floor
13092,Jessen Boxing Club,Boxing,Amateur,Gym Floor
13093,West Jeffrey Athletic,Football,Amateur,Grass
13094,Iainport Track Club,Athletics,Amateur,Indoor Track
13095,Guillot-sur-Guillaume BC,Boxing,Professional,Training Mat
13096,Rousseau BC,Basketball,Amateur,Wooden Floor
13097,Sainte Lucdan Tennis Club,Tennis,Professional,Clay
13098,Ebermannstadt AC,Athletics,Amateur,Track
13099,Bruzolo AC,Athletics,Amateur,Road
13100,Asturias Academy,Tennis,Amateur,Hard Court
13101,Bottidda Athletic Club,Athletics,Professional,Road
13102,New Charlene Athletic Club,Athletics,Amateur,Track
13103,South Glen United,Football,Professional,Indoor Court
13104,Fürstenwalde AC,Athletics,Professional,Road
13105,Madrid Boxing Club,Boxing,Amateur,Gym Floor
13106,Sainte Timothée Track Club,Athletics,Amateur,Field
13107,Dachau Athletic Club,Athletics,Amateur,Track
13108,Saint Françoise BC,Basketball,Amateur,Wooden Floor
13109,Jodieborough Tennis Club,Tennis,Amateur,Clay
13110,Campagnola Cremasca City,Football,Amateur,Artificial Turf
13111,Strembo Academy,Tennis,Amateur,Grass
13112,Magliano Academy,Tennis,Amateur,Hard Court
13113,Girard-sur-Dupont Athletic,Football,Amateur,Grass
13114,Hamon United,Football,Amateur,Indoor Court
13115,Rebeccamouth City,Football,Professional,Grass
13116,Carterview BC,Boxing,Amateur,Gym Floor
13117,Petitjean-sur-Delorme Academy,Tennis,Amateur,Indoor Court
13118,Nepi Rovers,Football,Amateur,Artificial Turf
13119,West Dawn Tennis Club,Tennis,Professional,Grass
13120,Roncanova Gym,Boxing,Professional,Training Mat
13121,Marcon FC,Football,Amateur,Grass
13122,Loiseauboeuf Stars,Basketball,Amateur,Wooden Floor
13123,Wilkinsberg Tennis Club,Tennis,Amateur,Grass
13124,Bousquet Stars,Basketball,Professional,Wooden Floor
13125,Cocumola Gym,Boxing,Amateur,Gym Floor
13126,Singhmouth Basketball Club,Basketball,Amateur,Outdoor Court
13127,Ca' Emiliani Basketball Club,Basketball,Amateur,Indoor Court
13128,Turnerview Boxing Club,Boxing,Amateur,Ring
13129,Dieburg TC,Tennis,Professional,Hard Court
13130,Bruceland AC,Athletics,Amateur,Road
13131,Abbottborough Academy,Tennis,Amateur,Hard Court
13132,Jacquot-sur-Lebon Boxing Club,Boxing,Professional,Ring
13133,Alanland BC,Basketball,Amateur,Wooden Floor
13134,Griffithsfort Academy,Tennis,Amateur,Grass
13135,North Ian Rovers,Football,Professional,Indoor Court
13136,Marienberg Athletic,Football,Amateur,Artificial Turf
13137,Valle Dell'Angelo Athletic Club,Athletics,Amateur,Indoor Track
13138,Collecchio Academy,Tennis,Amateur,Indoor Court
13139,Dianeview FC,Football,Amateur,Grass
13140,Vincentfurt BC,Basketball,Professional,Indoor Court
13141,Bruchsal Track Club,Athletics,Amateur,Indoor Track
13142,Dessau TC,Tennis,Professional,Indoor Court
13143,Torre Dell'Orso Gym,Boxing,Professional,Training Mat
13144,St.Vigi Gym,Boxing,Amateur,Gym Floor
13145,Royer Basketball Club,Basketball,Amateur,Wooden Floor
13146,Lake Linda TC,Tennis,Professional,Hard Court
13147,Tobytown Athletic,Football,Professional,Indoor Court
13148,Sabbioneta Academy,Tennis,Professional,Grass
13149,Montagna Rovers,Football,Amateur,Grass
13150,San Giorgio A Colonica BC,Boxing,Amateur,Gym Floor
13151,O'Connorfort United,Football,Amateur,Indoor Court
13152,Partanna Athletic,Football,Professional,Indoor Court
13153,Roding BC,Boxing,Professional,Gym Floor
13154,Ourense Track Club,Athletics,Amateur,Field
13155,Chloeport Academy,Tennis,Amateur,Grass
13156,Giraud-sur-Mer FC,Football,Amateur,Indoor Court
13157,Tramatza Academy,Tennis,Professional,Indoor Court
13158,Lake Georgemouth Athletic Club,Athletics,Amateur,Track
13159,Parkermouth Gym,Boxing,Professional,Gym Floor
13160,Stendal Athletic Club,Athletics,Amateur,Road
13161,Hortonville AC,Athletics,Amateur,Track
13162,Spadola Track Club,Athletics,Professional,Indoor Track
13163,Ledoux-sur-Brunet Tennis Club,Tennis,Amateur,Clay
13164,Schwerin TC,Tennis,Amateur,Hard Court
13165,Ludwigslust BC,Basketball,Amateur,Outdoor Court
